Text,Sentiment
Selling me bahut problem aati h bhai es ko punjab se Hu main yahan bahut diktat h sell karne ki koi contract karta ho to please batayen,negative
plz let me know what is the variety of this lemon tree,negative
Sir Nice growth of these plants,positive
Please let us know what is the variety of this lemon tree Is the lemon fruit seedless,negative
app apna address and phon or mob no diya kare  tabhi logo ko labh ho ga varna koi phayda nahi my mob no is 9414206505,negative
Sir ye nimbu kaon sa Hai,positive
good wehere are you from,positive
5 prakar ke nimmbu ke nam batay plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis plis,negative
Boring and in technical knowleg,negative
Ye konsa limbu he jo salvar falta he or kaha milta he,negative
guys he is not telling what exactly he does Jale ya jad jo nikalne k liye keh rahe hai wo baat sahi hai  ye humare farm par jo kaam karte hai unhone bataya tha agar aap logo ko wo dekhna hai ki jale Kaise nikale to mammal bonsai channel par neebu k jaale kaise nikale wo video dekhiye jiske bhi neebu plant par fruit nai aa rahe use jale zaroor nikalne chahiye,negative
Khad kya dale madhu makhiyo ke picchhe kyu pade ho,negative
Sir ji ye grafting quality ka ped kha se milega  tell me 9616264235,negative
Pls write how to get fruit on lemon tree as I m deaf,negative
nd if possible I would like to know how to grow vegetables in water indoor in written,negative
Kya is mousam me meethi matar ki bovni ki ja sakti haiplzreply fast,negative
Fool to bhut aaye sub jhd gye Hunny ka spry bhi kiya tha,negative
ek minute ka video ko 10 minute tak jhelate ho,negative
Bhai mera nimbu abhi 3fit ka hai phool to aa rhe hai pr gir jate hai mai machar ki sprey bhi krta rahta hu sprey krni chahiye ya nhi pani bhi km hi deta hu kya kro btaye please,negative
Nimbu ki fasal jayada kese aaye ye to aap baro bar Bata hi nahi rahe ho Kaya  karne seenimbu ki fasal jayada aayegi kYa yaar time or net dono kharab kiya,negative
mara limbu ka pad ma limbu hi nhi aa rhi h,negative
kaam ki bate to karte hi nahi,negative
punjab me kumbkath Varyti kyse rhegi,negative
Es ki jankari mujhe do,positive
Ek podhe me kisi bhi podhe ki kalam laga sakte hai jese aam ke podhe me amrudh ke podhe ki kalam laga sakte hai,negative
Ped chahe sism ko ho us par bhi aam ki kalam laga sakte hai kay,negative
Kya  aam  K ped Me  lemon ki kalam Kar sakte  h,negative
kalm kis mhine me karni chahiye,negative
Me paude laga Sakti hai,negative
Or kitana din bhadh ke,positive
nice sir muje redy lady papaya seeds provide kra dendge hmare HP me nhi hai,positive
Kalam kaha se laye kya dusre ped ki kati huyi Kalam calegi,negative
Agar padaa par amm na lagaa to,negative
Kisi paid me bhi hrr 1paid ki kalm lga skte hai,negative
kalam lagane ke baad polothin se cover karna Hota hai ya nahi,negative
Sir hamare ghar per ek jamun ka ped ha  os per jamun kase lagaye,positive
Jab aam kalam tyar ho jaye to usko kaise nikale ye bataye please,positive
Bhaiya cheequ ka tree hai 10 foot ka pr cheequ nhi aa rha,negative
Kis time mai kalam badhana sahi rehta matlb kon se mosam m,negative
Hi which month we can do that work,positive
Kya Aam ke pait Mein jis mein padta hai usme club nahi bol sakte hain kaise banenge Wahan aapko Mantra bataiye Hamare number par call kijiye 7631 952 055 thank you sir,positive
Agar iss mahino mai kalam bandha jai to kya safal hoga Or kya kalam ko polithin se dhakna hoga,negative
ma bahut banata hu Latin lagti nhi hay,negative
aam ki grafting lagti nhe hay,negative
Aam ki teehre kya hoti hai,positive
Aam ki teehre kya hota  hai,neutral
Kayla  Amrood ke ped per aamke Kalamlagasaktehain,negative
Kayla maroof keep podge per same killed Kalamazoo legal salted hain,negative
Beckof bana rahai hai  janta ko,negative
Sukriya jaankari bahut hi acchi he jay Javan jay Kishan,positive
Hello sir hamare home ke pas ake jamun ka ped he to uspe aam ki kalam ho sakti he,positive
muzhe kalam bhechaneke liye Hana,negative
Mera aam paie 3 sal ka hainAgar kalam nahi lagta ho to kya main dal mar jayegakya pair main  koi samassa hoga,negative
bhaiyya kalam kitne din me aaye ga aur aap ka mobile number please dijiye,negative
North India  mai shahtoot par March ke mahine  mai grafting kar sakte hai,negative
kalam ke kya kya fayde hote he,positive
Koun se month me mango ki grafting karni chhahiye,negative
Mango ka Kalam k liye sahi mausam kounsi h,negative
Kya jd bhe aam ki honi chahiye,negative
Aam ka kalam kaise chune kaise prepare kare Mother plant se direct scion kat ke le aaye kya,negative
yariwaan  gana atcha tha bhai,negative
Ye kalam success kab hogi,positive
sir mughe ye bataye ki kya aam me aam ki hi kalam lagaye ya kisi anya ki,negative
bahut badiya tarike SE bataya aap NE tanks,negative
Pani Dale ki jarurat hai keya,positive
1 per me kitna jat ka aam laga sakte he,negative
Kalam karne ke bad Kya u se roj Pani Dena Hai ya nahi,negative
ye aap Jo laye the tahniya vo Kya usi samay today kar laye the Kya aur lagai Kia use sirf polythene he istamal kar sakte Hai koi aur plastic nahi jaldi bataiyrga thank you,negative
Gular me kathal ki Kalam kaise badge video banao,negative
ye hum kis kisam ka paid ma laga sakta hai,positive
Kon se mahine me kalam lagaye,negative
Aam ka Vaisa kalam bataye jise hum kat kar alag jagah laga sake,negative
kon se month me karni h grafting,negative
Bhaiya is bidhi se hamne 3 baar kalam laga chuke he lekin hr baar kalam sukh gai 1 bhi baar nai hui,negative
Bataye kyo nahi lg rahi kya karan hai,negative
kon se month me kating karni hoti h,negative
kon se month me kating karni hoti h,negative
kon se month me kating karni hoti h,negative
kon se month me kating karni hoti h,negative
aapka mobail no deve hamme aamm ke pedo ki jarurat he 8005840969,negative
Bina Jad ke buds Kaise zinda rahenge,negative
market me jo kalam becha jata h usme jar sahit kaise taiyar ki jati h,negative
Bhai mera ek amrud ka ped hai usme kide ho ja rhe sahi se bada bhi nhi ho pata hai or na hi pak pata hai kale se ched ho jate hai or kide lag jate hai kya karu kuch bataiye,negative
Sar neem ke ped par gulab ki kalm lga sakte h kya,negative
Aap ka mobile  no  Kya hi Bhaisahab,negative
Ham aam ka ped lgate hay lekin o 1sal tak sahi chalega fir sukh jate hay isaka koi upay btao hamare liye kaise lgaye ki o sukhe na Kya karna chahiye kaise lagana chahiye,negative
achhi knowledge thi Thank you so much,positive
I try it but not success,negative
Cut ke sath wood bhi nikalni hai ki kewal chhilka ya chhal hatana hai,negative
Rose plant pe graft kese kartr hai,negative
Gulabke podhe me kase kalam kase kare,negative
Nimboo ke podhe me phal nhi lagete koi  upaya  btao,negative
kitane din me ye kalam Taiyar Ho jata he,neutral
klam kaise krna h ye to samjh a gya bt kalam kaha se or kaise laye,negative
bhai vdo clerty ke liye camra acha use kiya kriye plzz or ap jo knowledge de rhe ho bhut shi h,negative
Sir iske uper polotheen chadhani he ya nahi,negative
Ye aam Haibrit ya Desi prokar ki hogi,negative
mere ghar pe 1 jamun ka ped lagaya hua hai56 sal ho gae phal nhi aa rha kiya kre,negative
kitne din bad usko nikalenge,negative
kitne din me tree tyar hoga,negative
sir  sardi ya garmi  mei kalam ho sakti  hei Kya  ager ha to kese  please tell us through video,negative
Kalam badhane ka kaun se mahine me karna chahiye,negative
4 machine learning podge me kalam less bandhe,negative
Ber par kalam kaise karte hai,positive
Kya kisi bhi ped me kisi bhi ped ka kalam lag jayega,negative
Kalam ka timescission kaun SA hai vai kis mahine me,negative
thanks vai apne physically  dekhaya bahut khus laga,positive
Nice wala ped konsha lena he plzz batao,positive
Yes Kalam laganeka sahi Time konsa hota he Sir  riplay thenk u,negative
Kitne din lag ta hay jurne me,negative
Kalam se jad niklna hai to kya kare,negative
tendu ber ki kalam kese badhe,negative
Isko kat kr alag dharti m kese lagyenge,negative
ye niche bala tree kiska hai,positive
Sar mene chipu ka poda 8 sal se lgarkha he abhi thak vesa k vesa he pij,negative
for more info about aam ki kalam see our rest videos,negative
it will clear all of your doubts,positive
Kya main apne Champa ke saath Jamun ki Kalam Laga Sakta Hun,negative
Kya kisi ek fal ki ped me kisi dusra fal tehni band sakte hai,negative
Jo Kalam humne polythene se bandha hai us polythene ko kab nikalna haiya kitane din ke baad polythene nikalna hai,negative
Sir par usko kholna kab hai jo Kalam hamne bandhi hai,positive
wow explained brilliantly and the video is awesome,positive
Learing karne ke baad paudhe ko dusre asthan par lagate h kitne Dino baad  phal aane lagenge,negative
Bahut bahut sandar thanks sir but thoda detail me bhi bata dijiye matlab manures kon kon se lena h or kya kya use aega Thanks,positive
Khad me kya kya dale aur ketne dino me jare aajayeni,negative
august mahina me hoga kya kolam,negative
very nice sirbt me ak hi tree me alag alag graftingkeyse karu,positive
Thank you Are chemical fertilizers needed If so Which fertilizers,positive
guava plant in my kitchen garden is 3 and half years old once I saw  7flowers They fell down After that,negative
no flowers What to do,negative
bhaiya hum aam ke per me air layering kiyelekin ek mahine ke Baad bhi jad nahi nikla kya isme normal mitti gila karke daaln hai ya normal mitti Ko sukhe gobar ke saath milana hai ya compost ke saath  daalna haimaine Abhi phir se Naya Kalam Bandha hai isme Maine rootex powder ka istemaal Kiya hai kya ye sahi hai,negative
Konsa mahina kalam ke liye achha hey,negative
dhoop nikalne par mitti sukha gai to kya kare,negative
Please subscribe to my channel,negative
A WELL KNOWLEDGE VIDEO I LEARNED FROM THIS VIDEO,positive
BUT I DISLIKED IT BECAUSE OF THE FUCKING BACKGROUND MUSIC,negative
Grafting tep nahe uska nam Teplon tep hai dost,negative
How old is the host and when will it bare fruits,negative
sir mere kathal me fall aate hai lekin jhad jate hai koi upay btaye,negative
The ending terminal plastic hood Is it airtight How long should it stay,negative
This make the plant unnatural,negative
The video is GOOD the music is BAD,positive
They Jacob Gretchen Hudson gain gained Iain Halifax delay faith Friday,negative
hor v videos paunde reha kro veer,negative
India is a great nation,positive
you have blamed by thumbnail,negative
Are you using a PTF tape used by plumbers as a alternative for grafting tape,negative
Mene use kiya tha magar gach chukh gya,negative
Buy top genuine jackfruit products here,positive
Soooo nice i like this verrrryyyyyy much,positive
Aesa maine 10 baar kr k dekh liya Podha kharab ho jata hai Himmat h to baad ka video dikhao podhe ka ky haal hua,negative
Its better if you explain rather than music,neutral
mere yaha2 jackfruit tree hai 3 saal se lage hai  lekin badh nahi ho raha aur jackfruit bhi nahi lag rahe hai,negative
Sir ji esme polithin q lgaya hai bataye,positive
How long should we cover this  until,negative
I want ask to you Jack fruit plantTreeProduceGenerating process Flowers  more Fruits  in a 10 or 14 Inches PotContainer   not height 5 to 6 FeetLike your Jack fruit tree Title PotContainer how many month or years ProduceGenerating process  Flowers  Fruits  You have not given the detailsYou tel me in details it is Only Grafting or BonsaiWhat I do to gate like your title Jack fruit plant You have not given the details Please Give my Questions Answer   in my email I an waiting for reply from your in details Thanks,negative
Ye jo upar se aap ne jo kalam ki lakdi lagai o konsi hai,positive
Fake video no tekinike are not describes this is fake,negative
Janab Rahul Ahmed  Aap ny mrey sawal ka Jawab nahy Deya Please Please Reply to me                                                       Aap sy ek sawal hai main umed karta hon ky aap jawab zaroor dengy Mujh ko kuch JackFruit ktahal ky Beej Seeds Mily thy us ko main ny Gamly my laga dya tha ab wo 1sal ky hony waly hain looking healthy and growing nicely in pot main yeh chahta honky in ko main Graft kar ky terrace my ya chat Roof per rakhon taky yeh ziadah bary na hon Pot my hi phal deny lagyMijh ko pata chala  hai ky is ky ly kisi phal waly podha Darakhat ka Shakh ya thani sy Graft kar na zaroori hai Main jis shar City my main rahta hon yeahn  per koi Jack Fruit Kathal  ka aysa koi Podha Darakhat nahy hai ab Aap is ka koi Hal  bata den ta ky meri Khawaish puri kar sakonJawab Mery email Per den bhut bhut Shukria NOTENursery  my bhi nahy hai,neutral
can you grow a tree from seed without grafting it later,positive
Janab Koi aisa kathal ka poudha ya grafting  btayen jo Jaldi barhta ho or Normal Pot my  jo ky ghar ky sahan my rakha ja saky Like your TITLE Plant or ziayada Phal  fsl deta ho Main Aap ky Jawab ka itazar my hon Please Jawab mery email per den Shukria,negative
